,Date,Type,Team,Conf.,Opp.,Venue,Win,Points_For,Points_Against,Point_Differential,Season,Opp_Conf
4685,2014-11-15,N,Saint Louis,A10,Southern Illinois,Home,True,62,59,3,2014-15,MVC
4684,2014-11-15,N,Hawaii,BW,Cal St. Bakersfield,Home,True,72,65,7,2014-15,WAC
4680,2014-11-15,N,Ohio,MAC,Appalachian St.,Home,True,73,47,26,2014-15,SB
4674,2014-11-15,N,Florida St.,ACC,Manhattan,Home,True,81,66,15,2014-15,MAAC
4673,2014-11-15,N,USC Upstate,ASun,Florida A&M,Home,True,78,65,13,2014-15,MEAC
4746,2014-11-16,N,Pittsburgh,ACC,Samford,Home,True,63,56,7,2014-15,SC
4671,2014-11-15,N,Western Kentucky,CUSA,Austin Peay,Home,True,77,70,7,2014-15,OVC
4667,2014-11-15,N,Old Dominion,CUSA,UNC Wilmington,Home,True,76,56,20,2014-15,CAA
4665,2014-11-15,N,Penn,Ivy,Delaware St.,Home,False,77,75,2,2014-15,MEAC
4661,2014-11-15,N,Georgetown,BE,St. Francis NY,Home,True,83,62,21,2014-15,NEC
4658,2014-11-15,N,LSU,SEC,Gardner Webb,Home,True,93,82,11,2014-15,BSth
4656,2014-11-15,N,St. Bonaventure,A10,Dartmouth,Home,True,77,57,20,2014-15,Ivy
4654,2014-11-15,N,Loyola Marymount,WCC,Boise St.,Home,False,77,69,8,2014-15,MWC
4669,2014-11-15,N,Canisius,MAAC,Vermont,Home,True,64,60,4,2014-15,AE
4750,2014-11-16,N,Missouri,SEC,Valparaiso,Home,True,56,41,15,2014-15,Horz
4752,2014-11-16,N,George Mason,A10,Princeton,Home,True,63,60,3,2014-15,Ivy
4753,2014-11-16,N,Oklahoma,B12,Southeastern Louisia,Home,True,78,53,25,2014-15,Slnd
4823,2014-11-17,N,NJIT,Ind,Maine,Home,True,90,86,4,2014-15,AE
4825,2014-11-17,N,TCU,B12,Washington St.,Home,True,81,54,27,2014-15,P12
4826,2014-11-17,N,Siena,MAAC,Vermont,Home,False,84,76,8,2014-15,AE
4827,2014-11-17,N,Kansas St.,B12,UMKC,Home,True,83,73,10,2014-15,WAC
4829,2014-11-17,N,James Madison,CAA,Radford,Home,True,74,71,3,2014-15,BSth
4830,2014-11-17,N,Arkansas St.,SB,Tennessee Martin,Home,False,75,73,2,2014-15,OVC
36064,2023-03-14,P,Washington St.,P12,Eastern Washington,Home,False,81,74,7,2022-23,BSky
36062,2023-03-14,P,UAB,CUSA,Southern Miss,Home,True,88,60,28,2022-23,SB
36060,2023-03-14,P,Vanderbilt,SEC,Yale,Home,True,71,62,9,2022-23,Ivy
4835,2014-11-17,N,Oregon,P12,Detroit Mercy,Home,True,83,66,17,2014-15,Horz
4836,2014-11-17,N,UC Riverside,BW,Sacramento St.,Home,False,70,69,1,2014-15,BSky
36058,2023-03-14,P,Colorado,P12,Seton Hall,Home,True,65,64,1,2022-23,BE
4838,2014-11-17,N,N.C. State,ACC,Hofstra,Home,True,76,64,12,2014-15,CAA
4839,2014-11-17,N,Temple,Amer,Louisiana Tech,Home,True,82,75,7,2014-15,CUSA
4840,2014-11-17,N,SIU Edwardsville,OVC,Purdue Fort Wayne,Home,False,74,71,3,2014-15,Sum
4841,2014-11-17,N,Mississippi St.,SEC,Mississippi Valley S,Home,True,89,68,21,2014-15,SWAC
4842,2014-11-17,N,Clemson,ACC,Winthrop,Home,False,77,74,3,2014-15,BSth
4856,2014-11-17,N,Liberty,BSth,Delaware,Home,True,61,55,6,2014-15,CAA
4855,2014-11-17,N,Providence,BE,Binghamton,Home,True,66,45,21,2014-15,AE
36040,2023-02-07,N,Delaware St.,MEAC,Chicago St.,Home,True,66,60,6,2022-23,ind
4853,2014-11-17,N,USC,P12,Tennessee Tech,Home,True,70,58,12,2014-15,OVC
36043,2023-02-08,N,Hartford,ind,Central Connecticut,Home,False,82,73,9,2022-23,NEC
36044,2023-02-13,N,South Alabama,SB,Hartford,Home,True,77,53,24,2022-23,ind
36067,2023-03-14,P,Liberty,ASun,Villanova,Home,True,62,57,5,2022-23,BE
4850,2014-11-17,N,Troy,SB,Mississippi,Home,False,74,64,10,2014-15,SEC
36047,2023-02-16,N,Hartford,ind,Merrimack,Home,False,67,59,8,2022-23,NEC
36048,2023-03-01,N,Gonzaga,WCC,Chicago St.,Home,True,104,65,39,2022-23,ind
36050,2023-03-04,N,Fresno St.,MWC,Chicago St.,Home,True,108,72,36,2022-23,ind
36054,2023-03-14,P,Rutgers,B10,Hofstra,Home,False,88,86,2,2022-23,CAA
36055,2023-03-14,P,Wisconsin,B10,Bradley,Home,True,81,62,19,2022-23,MVC
36057,2023-03-14,P,Michigan,B10,Toledo,Home,True,90,80,10,2022-23,MAC
4849,2014-11-17,N,Illinois Chicago,Horz,Western Illinois,Home,True,67,64,3,2014-15,Sum
4859,2014-11-17,N,North Texas,CUSA,Nicholls St.,Home,True,71,57,14,2014-15,Slnd
4821,2014-11-17,N,Iowa,B10,North Dakota St.,Home,True,87,56,31,2014-15,Sum
4817,2014-11-17,N,Iowa St.,B12,Georgia St.,Home,True,81,58,23,2014-15,SB
4755,2014-11-16,N,East Carolina,Amer,UNC Asheville,Home,False,83,79,4,2014-15,BSth
4757,2014-11-16,N,Seton Hall,BE,Mercer,Home,True,63,47,16,2014-15,SC
4759,2014-11-16,N,San Jose St.,MWC,Portland,Home,False,73,68,5,2014-15,WCC
4760,2014-11-16,N,Oklahoma St.,B12,Prairie View A&M,Home,True,74,52,22,2014-15,SWAC
4770,2014-11-16,N,Marshall,CUSA,Savannah St.,Home,True,66,47,19,2014-15,MEAC
4772,2014-11-16,N,UNLV,MWC,Sam Houston St.,Home,True,59,57,2,2014-15,Slnd
4774,2014-11-16,N,Hartford,AE,Saint Peter's,Home,True,51,50,1,2014-15,MAAC
4776,2014-11-16,N,UCF,Amer,Stetson,Home,True,64,55,9,2014-15,ASun
4777,2014-11-16,N,Illinois St.,MVC,Utah St.,Home,False,60,55,5,2014-15,MWC
4783,2014-11-16,N,Denver,Sum,Idaho St.,Home,True,54,38,16,2014-15,BSky
4789,2014-11-16,N,Rutgers,B10,George Washington,Home,False,70,53,17,2014-15,A10
4792,2014-11-16,N,Elon,CAA,Charlotte,Home,False,73,60,13,2014-15,CUSA
36090,2023-03-15,P,Florida,SEC,UCF,Home,False,67,49,18,2022-23,Amer
36088,2023-03-15,P,Santa Clara,WCC,Sam Houston St.,Home,False,58,56,2,2022-23,WAC
36087,2023-03-15,P,New Mexico,MWC,Utah Valley,Home,False,83,69,14,2022-23,WAC
4799,2014-11-17,N,Villanova,BE,Maryland Eastern Sho,Home,True,81,44,37,2014-15,MEAC
4800,2014-11-17,N,Gonzaga,WCC,SMU,Home,True,72,56,16,2014-15,Amer
4816,2014-11-17,N,Alabama,SEC,Western Carolina,Home,True,80,74,6,2014-15,SC
4813,2014-11-17,N,Eastern Michigan,MAC,Oakland,Home,True,89,77,12,2014-15,Horz
4812,2014-11-17,N,Michigan,B10,Bucknell,Home,True,77,53,24,2014-15,Pat
4811,2014-11-17,N,Maryland,B10,Central Connecticut,Home,True,93,57,36,2014-15,NEC
4810,2014-11-17,N,Idaho,BSky,South Dakota St.,Home,True,82,77,5,2014-15,Sum
4809,2014-11-17,N,Florida Gulf Coast,ASun,UC Santa Barbara,Home,True,81,75,6,2014-15,BW
4819,2014-11-17,N,Indiana,B10,Texas Southern,Home,True,83,64,19,2014-15,SWAC
36075,2023-03-15,P,Oregon,P12,UC Irvine,Home,True,84,58,26,2022-23,BW
36077,2023-03-15,P,Cincinnati,Amer,Virginia Tech,Home,True,81,72,9,2022-23,ACC
36079,2023-03-15,P,Youngstown St.,Horz,Oklahoma St.,Home,False,69,64,5,2022-23,B12
36081,2023-03-15,P,North Texas,CUSA,Alcorn St.,Home,True,69,53,16,2022-23,SWAC
4803,2014-11-17,N,Eastern Washington,BSky,Utah Valley,Home,True,75,50,25,2014-15,WAC
36084,2023-03-15,P,Clemson,ACC,Morehead St.,Home,False,68,64,4,2022-23,OVC
4801,2014-11-17,N,Louisville,ACC,Jacksonville St.,Home,True,88,39,49,2014-15,OVC
4807,2014-11-17,N,Florida,SEC,Miami FL,Home,False,69,67,2,2014-15,ACC
5667,2014-11-25,N,South Florida,Amer,Hofstra,Home,True,71,70,1,2014-15,CAA
2773,2013-12-11,N,Colorado St.,MWC,Denver,Home,False,80,70,10,2013-14,Sum
2771,2013-12-11,N,Ohio St.,B10,Bryant,Home,True,86,48,38,2013-14,NEC
944,2013-11-18,N,Tennessee,SEC,The Citadel,Home,True,86,60,26,2013-14,SC
39814,2023-12-21,N,Michigan St.,B10,Stony Brook,Home,True,99,55,44,2023-24,CAA
947,2013-11-18,N,Texas,B12,Houston Christian,Home,True,89,61,28,2013-14,Slnd
948,2013-11-18,N,Providence,BE,Vermont,Home,True,70,49,21,2013-14,AE
949,2013-11-18,N,UCLA,P12,Sacramento St.,Home,True,86,50,36,2013-14,BSky
950,2013-11-18,N,Texas Tech,B12,Texas Southern,Home,True,80,71,9,2013-14,SWAC
39812,2023-12-21,N,Colorado,P12,Utah Tech,Home,True,98,71,27,2023-24,WAC
952,2013-11-18,N,Eastern Michigan,MAC,Cleveland St.,Home,True,81,69,12,2013-14,Horz
39811,2023-12-21,N,Saint Mary's,WCC,Northern Kentucky,Home,True,92,56,36,2023-24,Horz
954,2013-11-18,N,Middle Tennessee,CUSA,Little Rock,Home,True,76,59,17,2013-14,SB
39810,2023-12-21,N,Iona,MAAC,Colgate,Home,True,85,65,20,2023-24,Pat
956,2013-11-18,N,North Dakota St.,Sum,Southern Miss,Home,False,70,69,1,2013-14,CUSA
39807,2023-12-20,N,Central Arkansas,ASun,Western Illinois,Home,False,65,54,11,2023-24,OVC
959,2013-11-18,N,California,P12,Southern Utah,Home,True,75,47,28,2013-14,BSky
943,2013-11-18,N,Liberty,BSth,UNC Wilmington,Home,False,87,76,11,2013-14,CAA
960,2013-11-18,N,Wyoming,MWC,Jackson St.,Home,True,73,65,8,2013-14,SWAC
39796,2023-12-20,N,Cal St. Fullerton,BW,Pacific,Home,True,67,56,11,2023-24,WCC
964,2013-11-18,N,Toledo,MAC,Florida A&M,Home,True,79,69,10,2013-14,MEAC
965,2013-11-18,N,Syracuse,ACC,St. Francis NY,Home,True,56,50,6,2013-14,NEC
966,2013-11-18,N,Charleston,CAA,Miami FL,Home,False,70,54,16,2013-14,ACC
39795,2023-12-20,N,West Virginia,B12,Radford,Home,False,66,65,1,2023-24,BSth
39793,2023-12-20,N,Southeastern Louisia,Slnd,Grambling St.,Home,True,48,47,1,2023-24,SWAC
969,2013-11-18,N,San Francisco,WCC,Idaho St.,Home,False,93,90,3,2013-14,BSky
970,2013-11-18,N,North Florida,ASun,Savannah St.,Home,True,66,63,3,2013-14,MEAC
39792,2023-12-20,N,Pittsburgh,ACC,Purdue Fort Wayne,Home,True,62,48,14,2023-24,Horz
39791,2023-12-20,N,Toledo,MAC,Vermont,Home,False,86,60,26,2023-24,AE
973,2013-11-18,N,Ball St.,MAC,Southeast Missouri S,Home,True,87,83,4,2013-14,OVC
39789,2023-12-20,N,Utah Valley,WAC,Liberty,Home,False,79,63,16,2023-24,CUSA
975,2013-11-18,N,Louisiana Monroe,SB,Samford,Home,True,86,52,34,2013-14,SC
39783,2023-12-20,N,Utah,P12,Bellarmine,Home,True,85,43,42,2023-24,ASun
39800,2023-12-20,N,Chicago St.,ind,Bethune Cookman,Home,True,55,54,1,2023-24,SWAC
942,2013-11-18,N,Cal St. Bakersfield,WAC,Nevada,Home,True,74,66,8,2013-14,MWC
941,2013-11-18,N,Coppin St.,MEAC,Wagner,Home,False,102,87,15,2013-14,NEC
39818,2023-12-21,N,Wake Forest,ACC,Presbyterian,Home,True,91,68,23,2023-24,BSth
39843,2023-12-21,N,Troy,SB,Eastern Kentucky,Home,True,88,81,7,2023-24,ASun
39841,2023-12-21,N,UC Riverside,BW,Idaho,Home,True,82,67,15,2023-24,BSky
39840,2023-12-21,N,Oregon St.,P12,Idaho St.,Home,True,76,57,19,2023-24,BSky
39839,2023-12-21,N,Cleveland St.,Horz,Western Michigan,Home,True,90,77,13,2023-24,MAC
39838,2023-12-21,N,Air Force,MWC,Northern Colorado,Home,False,83,79,4,2023-24,BSky
911,2013-11-17,N,Denver,Sum,Stanford,Home,False,66,57,9,2013-14,P12
912,2013-11-17,N,Hampton,MEAC,Delaware,Home,False,90,79,11,2013-14,CAA
913,2013-11-17,N,Northwestern,B10,Illinois St.,Home,False,68,64,4,2013-14,MVC
39836,2023-12-21,N,Indiana,B10,North Alabama,Home,True,83,66,17,2023-24,ASun
915,2013-11-17,N,New Hampshire,AE,NJIT,Home,False,71,63,8,2013-14,ind
39835,2023-12-21,N,FIU,CUSA,Maine,Home,True,82,74,8,2023-24,AE
917,2013-11-17,N,UMBC,AE,Mount St. Mary's,Home,True,90,84,6,2013-14,NEC
39831,2023-12-21,N,Boston College,ACC,Lehigh,Home,True,85,69,16,2023-24,Pat
39829,2023-12-21,N,UNLV,MWC,Hofstra,Home,True,74,56,18,2023-24,CAA
39828,2023-12-21,N,Virginia Tech,ACC,American,Home,True,77,55,22,2023-24,Pat
39826,2023-12-21,N,Purdue,B10,Jacksonville,Home,True,100,57,43,2023-24,ASun
39825,2023-12-21,N,Oregon,P12,Kent St.,Home,True,84,70,14,2023-24,MAC
938,2013-11-18,N,Alabama St.,SWAC,Chicago St.,Home,True,79,75,4,2013-14,WAC
937,2013-11-18,N,Michigan St.,B10,Portland,Home,True,82,67,15,2013-14,WCC
936,2013-11-18,N,Florida,SEC,Southern,Home,True,67,53,14,2013-14,SWAC
39820,2023-12-21,N,Miami FL,ACC,Stonehill,Home,True,97,59,38,2023-24,NEC
934,2013-11-18,N,Duke,ACC,UNC Asheville,Home,True,91,55,36,2013-14,BSth
933,2013-11-18,N,Colorado,P12,Arkansas St.,Home,True,93,70,23,2013-14,SB
977,2013-11-18,N,Wake Forest,ACC,Jacksonville,Home,True,90,83,7,2013-14,ASun
932,2013-11-18,N,Virginia Tech,ACC,VMI,Home,True,105,92,13,2013-14,BSth
930,2013-11-18,N,Evansville,MVC,Mercer,Home,True,89,76,13,2013-14,ASun
929,2013-11-18,N,Seton Hall,BE,Monmouth,Home,True,82,66,16,2013-14,MAAC
39823,2023-12-21,N,Minnesota,B10,Ball St.,Home,True,80,63,17,2023-24,MAC
39824,2023-12-21,N,Akron,MAC,Gardner Webb,Home,True,94,90,4,2023-24,BSth
926,2013-11-18,N,Arizona,P12,Fairleigh Dickinson,Home,True,100,50,50,2013-14,NEC
925,2013-11-18,N,Arkansas,SEC,SMU,Home,True,89,78,11,2013-14,Amer
39821,2023-12-21,N,Charleston,CAA,Saint Joseph's,Home,True,89,82,7,2023-24,A10
39846,2023-12-21,N,Fordham,A10,Central Connecticut,Home,False,82,80,2,2023-24,NEC
978,2013-11-18,N,FIU,CUSA,Stetson,Home,True,75,66,9,2013-14,ASun
39780,2023-12-20,N,UTEP,CUSA,Norfolk St.,Home,True,67,65,2,2023-24,MEAC
1024,2013-11-19,N,Troy,SB,Nicholls St.,Home,True,77,62,15,2013-14,Slnd
1025,2013-11-19,N,Auburn,SEC,Jacksonville St.,Home,True,78,54,24,2013-14,OVC
1026,2013-11-19,N,Alabama,SEC,Georgia St.,Home,True,75,58,17,2013-14,SB
39740,2023-12-20,N,San Francisco,WCC,Northern Arizona,Home,True,91,51,40,2023-24,BSky
1028,2013-11-19,N,Kansas,B12,Iona,Home,True,86,66,20,2013-14,MAAC
39736,2023-12-20,N,Dayton,A10,Oakland,Home,True,91,67,24,2023-24,Horz
39734,2023-12-19,N,Notre Dame,ACC,The Citadel,Home,False,65,45,20,2023-24,SC
1031,2013-11-19,N,UTEP,CUSA,Colorado St.,Home,True,82,74,8,2013-14,MWC
1033,2013-11-19,N,Duke,ACC,East Carolina,Home,True,83,74,9,2013-14,CUSA
1034,2013-11-19,N,UNLV,MWC,Arizona St.,Home,False,86,80,6,2013-14,P12
1035,2013-11-19,N,Siena,MAAC,St. Bonaventure,Home,True,72,70,2,2013-14,A10
1036,2013-11-19,N,St. John's,BE,Bucknell,Home,True,67,63,4,2013-14,Pat
39724,2023-12-19,N,Alabama St.,SWAC,USC,Home,False,79,59,20,2023-24,P12
39722,2023-12-19,N,Cal Baptist,WAC,Western Kentucky,Home,False,73,70,3,2023-24,CUSA
1023,2013-11-19,N,Mississippi St.,SEC,Mississippi Valley S,Home,True,94,72,22,2013-14,SWAC
39721,2023-12-19,N,Vanderbilt,SEC,Western Carolina,Home,False,63,62,1,2023-24,SC
1042,2013-11-19,N,Milwaukee,Horz,DePaul,Home,False,80,71,9,2013-14,BE
39718,2023-12-19,N,Siena,MAAC,Cornell,Home,False,95,74,21,2023-24,Ivy
1044,2013-11-19,N,Virginia,ACC,Navy,Home,True,67,42,25,2013-14,Pat
39717,2023-12-19,N,UCLA,P12,Cal St. Northridge,Home,False,76,72,4,2023-24,BW
39714,2023-12-19,N,Bowling Green,MAC,Hampton,Home,True,75,65,10,2023-24,CAA
1047,2013-11-19,N,Texas A&M,SEC,Prairie View A&M,Home,True,75,65,10,2013-14,SWAC
1048,2013-11-19,N,Yale,Ivy,Sacred Heart,Home,True,80,65,15,2013-14,NEC
39713,2023-12-19,N,FIU,CUSA,Stetson,Home,False,80,68,12,2023-24,ASun
39710,2023-12-19,N,Valparaiso,MVC,Samford,Home,False,79,61,18,2023-24,SC
1051,2013-11-19,N,USC,P12,Cal St. Fullerton,Home,True,76,62,14,2013-14,BW
1052,2013-11-19,N,Austin Peay,OVC,Southern Illinois,Home,True,72,70,2,2013-14,MVC
1053,2013-11-19,N,Oregon,P12,Utah Valley,Home,True,69,54,15,2013-14,WAC
39708,2023-12-19,N,Chattanooga,SC,Gardner Webb,Home,True,69,66,3,2023-24,BSth
39706,2023-12-19,N,Missouri St.,MVC,Lindenwood,Home,True,79,57,22,2023-24,OVC
39719,2023-12-19,N,UC Davis,BW,Montana,Home,False,73,61,12,2023-24,BSky
1022,2013-11-19,N,Boise St.,MWC,Seattle,Home,True,86,68,18,2013-14,WAC
39741,2023-12-20,N,San Jose St.,MWC,Santa Clara,Home,True,81,78,3,2023-24,WCC
1020,2013-11-19,N,Nebraska Omaha,Sum,South Carolina St.,Home,True,91,59,32,2013-14,MEAC
39778,2023-12-20,N,Oklahoma St.,B12,Wofford,Home,True,76,70,6,2023-24,SC
39776,2023-12-20,N,Evansville,MVC,Tennessee Tech,Home,True,82,51,31,2023-24,OVC
39775,2023-12-20,N,Saint Francis,NEC,Robert Morris,Home,False,75,73,2,2023-24,Horz
986,2013-11-18,N,Rutgers,Amer,Canisius,Home,True,66,51,15,2013-14,MAAC
39772,2023-12-20,N,East Tennessee St.,SC,UMKC,Home,True,70,57,13,2023-24,Sum
39770,2023-12-20,N,Rice,Amer,Prairie View A&M,Home,True,82,56,26,2023-24,SWAC
39769,2023-12-20,N,Seattle,WAC,Louisiana Tech,Home,True,79,73,6,2023-24,CUSA
39767,2023-12-20,N,N.C. State,ACC,Saint Louis,Home,True,82,70,12,2023-24,A10
39766,2023-12-20,N,North Carolina Centr,MEAC,Longwood,Home,True,79,70,9,2023-24,BSth
39763,2023-12-20,N,New Mexico,MWC,UC Irvine,Home,True,78,65,13,2023-24,BW
994,2013-11-18,N,Campbell,BSth,North Carolina Centr,Home,False,62,43,19,2013-14,MEAC
39762,2023-12-20,N,California,P12,UC San Diego,Home,True,71,67,4,2023-24,BW
997,2013-11-18,N,Tennessee St.,OVC,Lipscomb,Home,False,75,70,5,2013-14,ASun
39758,2023-12-20,N,Grand Canyon,WAC,Sam Houston St.,Home,True,76,64,12,2023-24,CUSA
39756,2023-12-20,N,Nebraska,B10,North Dakota,Home,True,83,75,8,2023-24,Sum
39753,2023-12-20,N,Delaware,CAA,Rider,Home,False,88,85,3,2023-24,MAAC
1003,2013-11-19,N,Kentucky,SEC,UT Arlington,Home,True,105,76,29,2013-14,SB
39742,2023-12-20,N,Iowa,B10,UMBC,Home,True,103,81,22,2023-24,AE
1018,2013-11-19,N,Eastern Kentucky,OVC,Alabama A&M,Home,True,82,68,14,2013-14,SWAC
39744,2023-12-20,N,Gonzaga,WCC,Jackson St.,Home,True,100,76,24,2023-24,SWAC
1015,2013-11-19,N,Minnesota,B10,Coastal Carolina,Home,True,82,72,10,2013-14,BSth
1013,2013-11-19,N,Butler,BE,Vanderbilt,Home,True,85,77,8,2013-14,SEC
39748,2023-12-20,N,UC Santa Barbara,BW,Howard,Home,True,94,81,13,2023-24,MEAC
39782,2023-12-20,N,Belmont,MVC,Arkansas St.,Home,True,74,70,4,2023-24,SB
39749,2023-12-20,N,Georgia,SEC,Mount St. Mary's,Home,True,94,82,12,2023-24,MAAC
1009,2013-11-19,N,Louisville,Amer,Hartford,Home,True,87,48,39,2013-14,AE
39750,2023-12-20,N,East Carolina,Amer,Delaware St.,Home,True,79,50,29,2023-24,MEAC
1007,2013-11-19,N,George Washington,A10,Delaware St.,Home,True,94,50,44,2013-14,MEAC
1006,2013-11-19,N,Arizona,P12,Rhode Island,Home,True,87,59,28,2013-14,A10
1005,2013-11-19,N,Wisconsin,B10,North Dakota,Home,True,103,85,18,2013-14,BSky
1004,2013-11-19,N,Oklahoma St.,B12,Memphis,Home,True,101,80,21,2013-14,Amer
1010,2013-11-19,N,Penn St.,B10,La Salle,Home,True,79,72,7,2013-14,A10
39849,2023-12-21,N,LSU,SEC,Lamar,Home,True,87,66,21,2023-24,Slnd
902,2013-11-17,N,Notre Dame,ACC,Indiana St.,Home,False,83,70,13,2013-14,MVC
39852,2023-12-21,N,Iowa St.,B12,Eastern Illinois,Home,True,80,48,32,2023-24,OVC
39959,2023-12-22,N,UAB,Amer,Drake,Home,True,79,78,1,2023-24,MVC
39955,2023-12-22,N,Florida,SEC,Grambling St.,Home,True,96,57,39,2023-24,SWAC
794,2013-11-16,N,Central Michigan,MAC,Pepperdine,Home,False,88,71,17,2013-14,WCC
796,2013-11-16,N,UC Santa Barbara,BW,Utah St.,Home,False,71,64,7,2013-14,MWC
797,2013-11-16,N,Green Bay,Horz,Wisconsin,Home,False,69,66,3,2013-14,B10
798,2013-11-16,N,Jacksonville St.,OVC,Alabama St.,Home,False,84,73,11,2013-14,SWAC
39953,2023-12-22,N,Clemson,ACC,Queens,Home,True,109,79,30,2023-24,ASun
800,2013-11-16,N,Syracuse,ACC,Colgate,Home,True,69,50,19,2013-14,Pat
801,2013-11-16,N,LSU,SEC,Northwestern St.,Home,True,88,74,14,2013-14,Slnd
802,2013-11-16,N,Penn,Ivy,Penn St.,Home,False,83,71,12,2013-14,B10
803,2013-11-16,N,Texas A&M Corpus Chr,Slnd,Tennessee Tech,Home,False,62,60,2,2013-14,OVC
39952,2023-12-22,N,BYU,B12,Bellarmine,Home,True,101,59,42,2023-24,ASun
39950,2023-12-22,N,Bryant,AE,Drexel,Home,True,104,86,18,2023-24,CAA
39949,2023-12-22,N,Baylor,B12,Mississippi Valley S,Home,True,107,48,59,2023-24,SWAC
39963,2023-12-22,N,Cincinnati,B12,Stetson,Home,True,83,75,8,2023-24,ASun
807,2013-11-16,N,Loyola MD,Pat,Fairfield,Home,True,59,52,7,2013-14,MAAC
810,2013-11-16,N,UC Riverside,BW,Montana St.,Home,True,72,67,5,2013-14,BSky
39941,2023-12-21,N,Texas Southern,SWAC,Samford,Home,False,87,65,22,2023-24,SC
813,2013-11-16,N,Mercer,ASun,Seton Hall,Home,True,77,74,3,2013-14,BE
39939,2023-12-21,N,Fairleigh Dickinson,NEC,Fairfield,Home,False,92,69,23,2023-24,MAAC
39937,2023-12-21,N,Little Rock,OVC,Jacksonville St.,Home,False,90,60,30,2023-24,CUSA
39935,2023-12-21,N,San Diego,WCC,South Dakota,Home,True,69,66,3,2023-24,Sum
39934,2023-12-21,N,Lafayette,Pat,Quinnipiac,Home,False,78,60,18,2023-24,MAAC
39926,2023-12-21,N,Washington,P12,Eastern Washington,Home,True,73,66,7,2023-24,BSky
819,2013-11-16,N,FIU,CUSA,Texas Southern,Home,True,70,68,2,2013-14,SWAC
820,2013-11-16,N,Richmond,A10,Minnesota,Home,False,74,59,15,2013-14,B10
821,2013-11-16,N,Illinois Chicago,Horz,Eastern Illinois,Home,False,86,66,20,2013-14,OVC
39924,2023-12-21,N,Illinois Chicago,MVC,Incarnate Word,Home,False,67,66,1,2023-24,Slnd
39922,2023-12-21,N,Richmond,A10,Buffalo,Home,True,72,66,6,2023-24,MAC
39919,2023-12-21,N,Rhode Island,A10,New Hampshire,Home,False,81,71,10,2023-24,AE
39944,2023-12-21,N,UTSA,Amer,Army,Home,False,63,53,10,2023-24,Pat
39966,2023-12-22,N,St. Bonaventure,A10,Binghamton,Home,True,90,64,26,2023-24,AE
787,2013-11-16,N,Northeastern,CAA,Central Connecticut,Home,True,83,69,14,2013-14,NEC
786,2013-11-16,N,Wichita St.,MVC,Tennessee St.,Home,True,85,71,14,2013-14,OVC
39989,2023-12-22,N,Utah St.,MWC,East Tennessee St.,Home,True,80,65,15,2023-24,SC
39988,2023-12-22,N,San Francisco,WCC,Fresno St.,Home,True,77,57,20,2023-24,MWC
755,2013-11-16,N,St. Bonaventure,A10,Canisius,Home,True,86,64,22,2013-14,MAAC
39987,2023-12-22,N,Milwaukee,Horz,Chattanooga,Home,True,85,83,2,2023-24,SC
757,2013-11-16,N,Tennessee,SEC,USC Upstate,Home,True,74,65,9,2013-14,ASun
39985,2023-12-22,N,VCU,A10,Maryland Eastern Sho,Home,True,75,51,24,2023-24,MEAC
759,2013-11-16,N,Florida,SEC,Little Rock,Home,True,86,56,30,2013-14,SB
39984,2023-12-22,N,South Florida,Amer,Albany,Home,True,89,73,16,2023-24,AE
761,2013-11-16,N,SIU Edwardsville,OVC,Central Arkansas,Home,True,100,93,7,2013-14,Slnd
39981,2023-12-22,N,Georgia,SEC,North Florida,Home,True,78,60,18,2023-24,ASun
763,2013-11-16,N,VCU,A10,Winthrop,Home,True,92,71,21,2013-14,BSth
39980,2023-12-22,N,High Point,BSth,Canisius,Home,True,78,70,8,2023-24,MAAC
765,2013-11-16,N,Washington St.,P12,Lamar,Home,True,84,64,20,2013-14,Slnd
766,2013-11-16,N,Cincinnati,Amer,Appalachian St.,Home,True,77,49,28,2013-14,SC
767,2013-11-16,N,Gardner Webb,BSth,Jacksonville,Home,True,87,78,9,2013-14,ASun
768,2013-11-16,N,George Mason,A10,Northern Iowa,Home,True,76,70,6,2013-14,MVC
769,2013-11-16,N,Dayton,A10,St. Francis NY,Home,True,78,58,20,2013-14,NEC
39967,2023-12-22,N,Southern Illinois,MVC,Southern Indiana,Home,True,81,50,31,2023-24,OVC
39970,2023-12-22,N,Wisconsin,B10,Chicago St.,Home,True,80,53,27,2023-24,ind
39971,2023-12-22,N,Austin Peay,ASun,Ohio,Home,True,71,67,4,2023-24,MAC
39972,2023-12-22,N,Kansas,B12,Yale,Home,True,75,60,15,2023-24,Ivy
779,2013-11-16,N,Saint Mary's,WCC,Drake,Home,True,67,63,4,2013-14,MVC
778,2013-11-16,N,Fresno St.,MWC,Cal St. Northridge,Home,True,80,64,16,2013-14,BW
39918,2023-12-21,N,Marshall,SB,UNC Wilmington,Home,False,78,69,9,2023-24,CAA
39975,2023-12-22,N,Loyola Marymount,WCC,Colorado St.,Home,False,76,67,9,2023-24,MWC
39977,2023-12-22,N,Merrimack,NEC,Bucknell,Home,True,68,52,16,2023-24,Pat
774,2013-11-16,N,Northern Illinois,MAC,San Jose St.,Home,True,60,59,1,2013-14,MWC
39978,2023-12-22,N,Miami OH,MAC,Vermont,Home,True,70,69,1,2023-24,AE
772,2013-11-16,N,Sacred Heart,NEC,Brown,Home,False,85,73,12,2013-14,Ivy
